,Return
1981-01-31,1.0041592611298793
1981-02-28,1.0019863038281933
1981-03-31,0.9994397146280792
1981-04-30,0.9976454680228728
1981-05-31,1.0113737770519933
1981-06-30,1.0091332261528099
1981-07-31,1.0025816047280578
1981-08-31,1.0014964915198115
1981-09-30,1.0199879039599677
1981-10-31,1.0148334932438081
1981-11-30,1.018256086234578
1981-12-31,1.013110260512828
1982-01-31,1.0074998260558212
1982-02-28,1.0147818751135604
1982-03-31,1.023859240954762
1982-04-30,1.010189903669899
1982-05-31,1.0154275907444126
1982-06-30,1.007927346904855
1982-07-31,1.0220221604915145
1982-08-31,1.0128689929651309
1982-09-30,1.002995106508232
1982-10-31,1.0050354492345737
1982-11-30,1.0084361838739444
1982-12-31,0.9756324554950191
1983-01-31,1.008620125265194
1983-02-28,1.0028748554366635
1983-03-31,1.0109933578349004
1983-04-30,0.9933070630748105
1983-05-31,0.9957918686661812
1983-06-30,1.0093080458745063
1983-07-31,1.0071406396040026
1983-08-31,1.008345361978116
1983-09-30,1.0104386048791945
1983-10-31,1.014548883498476
1983-11-30,1.009071601608182
1983-12-31,1.0130751362108177
1984-01-31,1.002718047380717
1984-02-29,1.0110101195621877
1984-03-31,1.0089298827549633
1984-04-30,1.0096680710408592
1984-05-31,1.0079357604440677
1984-06-30,1.018291584426174
1984-07-31,1.013206035079164
1984-08-31,1.0096393045515482
1984-09-30,1.0153418196624653
1984-10-31,1.0101682600683282
1984-11-30,1.0110370147358276
1984-12-31,1.0132801599401813
1985-01-31,1.0037183721749534
1985-02-28,1.0050149577154721
1985-03-31,1.0131086490368855
1985-04-30,1.010574503972937
1985-05-31,1.0052774860486908
1985-06-30,1.0116916076435694
1985-07-31,1.0011054059456892
1985-08-31,1.0081233873816087
1985-09-30,1.0090175156648404
1985-10-31,1.0160572006532835
1985-11-30,1.0206772605081773
1985-12-31,1.0027499110939067
1986-01-31,0.9974837279291023
1986-02-28,1.0049138099243424
1986-03-31,1.0052681788398614
1986-04-30,1.0115637737731242
1986-05-31,1.0039540947341838
1986-06-30,1.006912612768846
1986-07-31,1.0205310561971808
1986-08-31,1.0118841490927444
1986-09-30,1.0108979379839245
1986-10-31,1.0072860396939858
1986-11-30,1.0113987926851702
1986-12-31,1.005132987210237
1987-01-31,0.9923020519657358
1987-02-28,0.9972953354093501
1987-03-31,0.9964823105852958
1987-04-30,0.9982476782115925
1987-05-31,1.0145080225803198
1987-06-30,1.001201140200606
1987-07-31,1.0152692627294513
1987-08-31,1.0083872296951846
1987-09-30,1.018584459759628
1987-10-31,1.014095414165356
1987-11-30,1.0218448494814882
1987-12-31,1.0126843977202948
1988-01-31,1.0061872512226415
1988-02-29,1.0183617424694902
1988-03-31,1.0003878448442756
1988-04-30,1.007079009495851
1988-05-31,1.0106922820687392
1988-06-30,1.0030880884388607
1988-07-31,1.0126115045848967
1988-08-31,1.012662274280586
1988-09-30,1.0143882693575392
1988-10-31,1.011943642316945
1988-11-30,1.0192616325736408
1988-12-31,1.016600031002454
1989-01-31,1.0081042124592599
1989-02-28,1.005034744480374
1989-03-31,1.0206454522057835
1989-04-30,1.0005562432968211
1989-05-31,1.0097518671547834
1989-06-30,1.0103488606814675
1989-07-31,0.9985777924502905
1989-08-31,1.002653977645151
1989-09-30,1.0078159827504418
1989-10-31,1.0032643329299136
1989-11-30,1.0092932175626654
1989-12-31,0.9934771070170512
1990-01-31,1.004842945429754
1990-02-28,1.0137649097891088
1990-03-31,1.0015190593961067
1990-04-30,1.0100988369963788
1990-05-31,0.9930075475822358
1990-06-30,1.0033909914738186
1990-07-31,1.012162314186945
1990-08-31,1.0049875751434603
1990-09-30,1.0161089071418745
1990-10-31,1.016807908223975
1990-11-30,1.0238672397261892
1990-12-31,1.0106925224667582
1991-01-31,0.9887047645116074
1991-02-28,1.0088727717388393
1991-03-31,0.9933533868494355
1991-04-30,1.0013128196198446
1991-05-31,1.00661447511185
1991-06-30,1.0031785148062378
1991-07-31,1.0039454665111829
1991-08-31,0.999460834028687
1991-09-30,0.9972429946853252
1991-10-31,1.0008604846842186
1991-11-30,1.0253015919144244
1991-12-31,0.9938667585459622
1992-01-31,0.989127878960481
1992-02-29,1.0034345529560744
1992-03-31,1.0064726256990155
1992-04-30,1.008038168709016
1992-05-31,1.0017169942438842
1992-06-30,1.0033720429222714
1992-07-31,1.0029420993060416
1992-08-31,1.013417074550841
1992-09-30,1.0125349081206305
1992-10-31,1.0108668176184354
1992-11-30,1.0171233650531772
1992-12-31,1.012416018562377
1993-01-31,1.0038919198724252
1993-02-28,1.0015238031715752
1993-03-31,1.0001048838465674
1993-04-30,1.002976906956141
1993-05-31,1.0022286700192928
1993-06-30,1.0058589032886631
1993-07-31,1.0020746164985217
1993-08-31,1.0017787047086582
1993-09-30,1.0004758523130937
1993-10-31,1.0020793031384654
1993-11-30,1.0147828075980867
1993-12-31,1.0044591644500034
1994-01-31,1.0022253344099115
1994-02-28,1.0054738514672645
1994-03-31,1.0074994483144875
1994-04-30,1.0025041213444745
1994-05-31,1.0096290480163728
1994-06-30,1.0067010049121163
1994-07-31,1.0059473131203374
1994-08-31,1.0021515848635727
1994-09-30,1.0082283796943152
1994-10-31,1.0061750281280675
1994-11-30,1.0114239930833462
1994-12-31,1.0069638007292017
1995-01-31,1.0126683780742707
1995-02-28,1.0036757860798358
1995-03-31,1.0070155468973425
1995-04-30,1.0102275288474774
1995-05-31,0.9997389153108561
1995-06-30,1.006644639203464
1995-07-31,1.0039237104535126
1995-08-31,1.000450979877361
1995-09-30,1.0129573523513775
