,Return
1981-01-31,1.017817380597015
1981-02-28,1.0272681037037037
1981-03-31,1.0377564518518518
1981-04-30,1.0176534814814815
1981-05-31,1.0050186934306569
1981-06-30,1.0609523722627738
1981-07-31,1.038813072463768
1981-08-31,0.9975399784172662
1981-09-30,1.0734267410071943
1981-10-31,0.9992179280575539
1981-11-30,1.015945792857143
1981-12-31,1.0379545492957747
1982-01-31,1.0293473286713286
1982-02-28,1.0082105171232876
1982-03-31,1.036690231292517
1982-04-30,1.0060249115646258
1982-05-31,1.0899505472972972
1982-06-30,1.033139342281879
1982-07-31,1.0264439391891893
1982-08-31,1.0206961476510068
1982-09-30,0.9883776241610738
1982-10-31,1.010372739864865
1982-11-30,1.0235383187919462
1982-12-31,1.0699638851351352
1983-01-31,1.0398506858108107
1983-02-28,1.0091813489932886
1983-03-31,1.0401713355704698
1983-04-30,0.9589988389261743
1983-05-31,1.0172327483443708
1983-06-30,1.0258029933774835
1983-07-31,0.9879092119205298
1983-08-31,1.055891568627451
1983-09-30,1.0231056428571428
1983-10-31,1.0118742243589745
1983-11-30,1.0038327898089172
1983-12-31,1.0603798481012658
1984-01-31,1.0312029779874214
1984-02-29,1.0100614161490684
1984-03-31,1.0352076759259259
1984-04-30,1.0427526073619633
1984-05-31,1.064585048192771
1984-06-30,1.0122339608433735
1984-07-31,1.0312514277108433
1984-08-31,1.033169871257485
1984-09-30,1.060644765060241
1984-10-31,1.0599928554216866
1984-11-30,1.0302659879518072
1984-12-31,1.0764202242424243
1985-01-31,1.0388207090909092
1985-02-28,1.0125625060240964
1985-03-31,1.0243469151515152
1985-04-30,1.0358849727272728
1985-05-31,0.9784522409638554
1985-06-30,1.0041191951219512
1985-07-31,0.9806730457317073
1985-08-31,1.0412919146341464
1985-09-30,0.9986702804878048
1985-10-31,1.057711282208589
1985-11-30,1.0553727760736196
1985-12-31,0.9697958209876544
1986-01-31,0.9582249135802469
1986-02-28,1.055818717791411
1986-03-31,1.0075027208588958
1986-04-30,1.0426828711656442
1986-05-31,1.0283028363636364
1986-06-30,1.0303538060606061
1986-07-31,1.0412176363636363
1986-08-31,1.0424432409638553
1986-09-30,1.0384944638554217
1986-10-31,1.0288659156626505
1986-11-30,1.0217646355421688
1986-12-31,1.041710181818182
1987-01-31,0.9675702168674698
1987-02-28,1.00380725
1987-03-31,1.046671946745562
1987-04-30,1.0219468823529412
1987-05-31,1.038022331395349
1987-06-30,1.014630583815029
1987-07-31,1.0120229595375723
1987-08-31,0.9879866609195402
1987-09-30,1.0398717988505746
1987-10-31,1.024019591954023
1987-11-30,1.0148948636363637
1987-12-31,1.1224642514285714
1988-01-31,1.0051722342857143
1988-02-29,1.0261841028571428
1988-03-31,0.9899431942857143
1988-04-30,1.0087514770114943
1988-05-31,1.067766742857143
1988-06-30,1.0705217528735633
1988-07-31,1.0517328448275862
1988-08-31,1.0143606242774565
1988-09-30,1.002315953488372
1988-10-31,1.055166988372093
1988-11-30,1.0529518830409357
1988-12-31,1.0852336352941176
1989-01-31,1.0005035029585798
1989-02-28,1.0313639823529412
1989-03-31,1.010140224852071
1989-04-30,1.0499526390532545
1989-05-31,1.0013585411764705
1989-06-30,1.0297286331360946
1989-07-31,1.019765755952381
1989-08-31,1.0612738323353295
1989-09-30,0.9730106646706587
1989-10-31,1.0461540421686746
1989-11-30,1.0388079337349398
1989-12-31,1.0370253212121212
1990-01-31,1.0372650487804878
1990-02-28,1.0067200722891567
1990-03-31,1.0154724819277108
1990-04-30,0.9635039151515151
1990-05-31,0.9908428383233533
1990-06-30,1.013755862275449
1990-07-31,1.0180288862275448
1990-08-31,1.0505688253012049
1990-09-30,1.0507693674698795
1990-10-31,1.0486276927710843
1990-11-30,1.0567729638554217
1990-12-31,1.022140806060606
1991-01-31,1.117216878787879
1991-02-28,1.1448296545454544
1991-03-31,0.994027606060606
1991-04-30,1.0938291890243903
1991-05-31,1.0205853333333335
1991-06-30,0.9845139151515152
1991-07-31,1.0417648787878788
1991-08-31,0.9921284036144579
1991-09-30,0.952165365269461
1991-10-31,0.9979122275449102
1991-11-30,1.031034997005988
1991-12-31,0.9668370598802396
1992-01-31,0.9728822261904763
1992-02-29,0.9730047619047619
1992-03-31,1.0115939940828402
1992-04-30,1.0354793846153847
1992-05-31,0.9736447017543859
1992-06-30,1.0217327192982455
1992-07-31,1.0288930350877192
1992-08-31,1.0652467790697675
1992-09-30,1.090643838150289
1992-10-31,1.002723225433526
1992-11-30,1.0742640809248556
1992-12-31,1.049163768786127
1993-01-31,1.0537402298850576
1993-02-28,0.9915534943181818
1993-03-31,0.9983417102272727
1993-04-30,1.01913775
1993-05-31,1.034773776536313
1993-06-30,1.0258491722222223
1993-07-31,1.0259182027777778
1993-08-31,1.028065532967033
1993-09-30,1.0477423606557377
1993-10-31,1.0451102527173914
1993-11-30,1.0503103682795698
1993-12-31,1.0096688235294118
1994-01-31,1.0433472486772486
1994-02-28,1.0169984615384615
1994-03-31,1.0392020888324873
1994-04-30,1.0028194263959391
1994-05-31,1.0309840585365853
1994-06-30,0.9890975512195121
1994-07-31,1.0431142415458936
1994-08-31,1.0185110741626795
1994-09-30,1.0161056866028708
1994-10-31,1.0371869904306221
1994-11-30,1.0451981434977577
1994-12-31,1.017683206278027
1995-01-31,1.013690995515695
1995-02-28,1.0516044469026549
1995-03-31,1.039977210176991
1995-04-30,1.0238809867256637
1995-05-31,0.9794977324561404
1995-06-30,1.0168051973684211
1995-07-31,1.053308965065502
1995-08-31,1.0017136
1995-09-30,1.043229437229437
